Part No,Category,SMC LP,CUBIX LP,Description
MDB1B50-100Z,,3105,3213.68,
CDQ2A32-50DCZ,,2250,2328.75,
CD85N16-160-B,,1400,1449,
CD85N12-50-B,,1730,1790.55,
CD85N16-75-B-M9PL,,4605,4766.18,
MDB1B100-100Z,,6590,6820.65,
CQ2A80-25Z,,4745,4911.08,
CDM2B20-125Z,,1540,1593.9,
CDM2B20-150Z,,1580,1635.3,
KQ2TW08-00A,,201,208.04,
CP96SDB63-25C,,3705,3834.68,
CDQ2D32-50M-Z-W,,2955,3058.43,
CHDKDB40-75M,,8890,9201.15,
CDRBS30-180-M9B,,8970,9283.95,
VXZ240FJ,,4645,4807.58,
CRB1BW50-100D,,10345,10707.08,
AW30-03DE-2R-B,,3800,3933,
SS3YJ5-20-04,,1510,1562.85,
ASN2-02,,360,372.6,
CP96SB50-500C,,5040,5216.4,
AW60-10BG1-B,,5360,5547.6,
VFR5210-5DZ-04,,13420,13889.7,
TU1610BU-100,,37910,39236.85,
TU1610BU-20,,7580,7845.3,
KQ2U12-00A,,220,227.7,
ZSE20A-X-01-JA1,,3855,3989.93,
D-A54L,,1590,1645.65,
MGPM20-125Z,,7285,7539.98,
CQ2B63-PS,,720,745.2,
VX210AZ2AXB,,1870,1935.45,
RSDQA20-20DZ,,3735,3865.73,
VQZ1332-5L1-N11T-F,,3605,3731.18,
ITV1010-311S3,,12900,13351.5,
VX214AAXB,,2245,2323.58,
ISE20A-T-01-JA1,,4075,4217.63,
MDBB50-150Z-M9BL,,5915,6122.03,
MKB20-10RZ,,6620,6851.7,
MKB20-10LZ,,6620,6851.7,
TS1075BU-100-X3,,16270,16839.45,
TS1209BU-100-X3,,20995,21729.83,
TS0806BU-100-X3,,10655,11027.93,
CDA2B80-505Z,,12040,12461.4,
MY1B16-200,,10440,10805.4,
MGPM50-50Z,,12495,12932.33,
PSE300,,4765,4931.78,
RS2H50-30DM,,17205,17807.18,
AMD350C-03,,8035,8316.23,
ZSE20F-P-01,,3345,3462.08,
SY3120-5MZ-X90,,2930,3032.55,
SY3440-5MZ-X90,,4485,4641.98,
SY5440-5GZ-02-X90,,5315,5501.03,
CD85N16-400C-X1R3482A,,6045,6256.58,
VXZ240GL,,10705,11079.68,
SY5220-5YO-C6F-Q,,4050,4191.75,
IDFA8E-23,,52690,54534.15,
CD85N25-400C-B-X1R3449A,,2415,2499.53,
CDUJB8-20DM,,1720,1780.2,
RBA1411-X692,,3600,3726,
CDQ2B63-50DZ,,3885,4020.98,
AK4000-F04,,1055,1091.93,
SY3120-5LOZ-C4,,2435,2520.23,
ITV1050-042L3,,14435,14940.23,
52-IP8101-034-M,,75225,77857.88,
IP8101-036-W-1-X417-SP,,59630,61717.05,
AL30-F03-A,,1305,1350.68,
VT307E-5DZ1-01,,3190,3301.65,
MKB16-10LZ,,4495,4652.33,
MSQB70A-M9P,,34140,35334.9,
P391050-5,,1680,1738.8,
AC40A-04D-V-B,,7570,7834.95,
ISE20A-T-C6L-JA2,,4115,4259.03,
CDJ2KB16-50Z-M9PL-B,,5305,5490.68,
CD55B32-40M-M9PL,,4835,5004.23,
CD55B32-100M-M9PL,,5220,5402.7,
MDB1F32-320Z-M9PL,,6130,6344.55,
MY3B40-600L-M9PL,,29345,30372.08,
MY3B40-300L-M9PL,,26685,27618.98,
SS5Y7-10F1-07B-C6,,11935,12352.73,
SY7200-FU1-NA,,4280,4429.8,
AXT100-DS25-030,,2745,2841.08,
AN30-C12,,425,439.88,
CDQMB12-15-M9PL,,5690,5889.15,
KQ2R06-04A,,97,100.4,
CP96SDB32-150C,,2745,2841.08,
MGPM40R-100Z,,20135,20839.73,
MGPM40R-Z-PS,,600,621,
MHW2-50D1,,45790,47392.65,
KFL12U-03S,,221,228.74,
KFL10U-03S,,192,198.72,
LMV110-30,,4205,4352.18,
AF30-03-A,,1145,1185.08,
MDB1B40-50-M9B,,5215,5397.53,
VFM350-02-34R,,3905,4041.68,
MDB1B32-150Z-M9BL,,5270,5454.45,
CDQ2B20-25DMZ-M9BL,,3810,3943.35,
MDB1B32-50Z-M9BL,,5015,5190.53,
I-CSIDFN-140-01-19599--- CSIDFN-140-01-19599,,38215,39552.53,
I-KT-VFM350,,1264,1308.24,
CD55B63-100M-M9PL,,7605,7871.18,
ASV410F-02-08S,,1285,1329.98,
ASV510F-03-10S,,1285,1329.98,
ASV510F-04- 10S,,1400,1449,
CP96SDL40-800C-M9PL,,8215,8502.53,
CD85F10-10-B-M9BLS,,3000,3105,
CD85N10-10-B-M9BLS,,2630,2722.05,
CD85F16-80-B-M9BL,,2965,3068.78,
SS5Y7-10SEAN-12BS-C10,,32540,33678.9,
SY7400-5U1,,4505,4662.68,
SY7300 - 5U1,,4510,4667.85,
SY70M – 26 – 1A,,395,408.83,
SY5520-5LZ-01,,3200,3312,
CHDKGB32-15M-M9B,,9775,10117.13,
KQ2TW04-00A,,201,208.04,
CHDKGB63-50M-M9BL,,19875,20570.63,
CP96SDB63-500C,,6055,6266.93,
CG1N50Z-PS,,820,848.7,
MDB1F32-600Z-M9PL,,6860,7100.1,
MDB1F32-300Z-M9PL,,6065,6277.28,
MDB1KB40-600Z-X1W30EEA,,9175,9496.13,
MDB1KB63-600Z,,9345,9672.08,
MKB25-10LZ,,6865,7105.28,
SS5Y7-20-03,,1080,1117.8,
52-SY7220-L3-02,,8180,8466.3,
CM2B25-100SZ,,3595,3720.83,
AN600-10,,875,905.63,
VFA5444-04,,12060,12482.1,
ISA3-HFL-M2B-LO,,33555,34729.43,
CRBW40-90-M9BL-CM,,16090,16653.15,
ISA3-HCP-1LB,,10320,10681.2,
SGC321B-0520Y-5DZ-B2,,12580,13020.3,
CRB1BW50-180S,,8425,8719.88,
AD402-04,,3465,3586.28,
CP96SDL50-900C-M9PL,,10065,10417.28,
VM230-02-30GA-X207A,,6150,6365.25,
CJ2B6-30Z-XB6,,1425,1474.88,
AS2002F-04,,430,445.05,
CD55B63-100M,,5050,5226.75,
T0604W-20,,1515,1568.03,
CRBW10-180,,5810,6013.35,
MDBB80-400Z,,6590,6820.65,
ZSE20A-V-01-JA2,,4075,4217.63,
ZH10BSA-01-01,,1505,1557.68,
CDM2B32-200,,2350,2432.25,
BM5-032,,290,300.15,
AR40-N04BG1-B,,2065,2137.28,
KQ2T11-00A,,217,224.6,
KQ2L11-U02A,,185,191.48,
KQ2H07-35NS,,122,126.27,
PSE530-M5-L,,3215,3327.53,
VQ2A01N-5B1,,5120,5299.2,
KQ2T13-04,,378,391.23,
KQ2T11-00,,234,242.19,
KQ2L11-03AS,,180,186.3,
KQ2H07-35AS,,99,102.47,
KQ2T13-00,,321,332.24,
ITV2030-312L2,,18300,18940.5,
VR1210F-08,,650,672.75,
SY5120-5D-01-F2,,2645,2737.58,
SY9140-5DZ-04,,4745,4911.08,
VH400-04,,4495,4652.33,
ITV1050-312CS2,,13025,13480.88,
CQ2A25-25DM,,1320,1366.2,
KQ2T16-00A,,394,407.79,
CDQ2A63-20DMZ,,3520,3643.2,
CA2-100Z-PS,,2570,2659.95,
CP96SDC50-75C-M9PL,,6570,6799.95,
CP96SDB32-600C,,3960,4098.6,
SY7200-5U1-NA,,4280,4429.8,
ZK2A15K5ALA-08-B,,19605,20291.18,
AW20-02BE-B,,2235,2313.23,
ZK2A15K5CLA-08,,14850,15369.75,
MRHQ25D-180,,47500,49162.5,
D-M9BVL,,1405,1454.18,
CQ2A20-10D,,1085,1122.98,
CQ2A16-5DM,,1015,1050.53,
ZH15DSA-08-10-10,,1090,1128.15,
CRB1BW80-90D,,14270,14769.45,
KQ2L04-U02A,,89,92.12,
CP96SDB50-150C,,3595,3720.83,
SY7220-5L-02,,2885,2985.98,
CDM2B25-200Z,,1665,1723.28,
CDM2B25-100Z,,2500,2587.5,
CDM2B40-150Z,,2925,3027.38,
CP96SDB50-250C,,4040,4181.4,
KQ2E08-00A,,191,197.69,
KJ8D,,383,396.41,
CP96SDB80-50C,,5240,5423.4,
RS2H80-40TM9PL,,37640,38957.4,
CDM2B10-100Z,,1500,1552.5,
CRB1BW63-180S,,8820,9128.7,
MB1B80-40Z,,4830,4999.05,
KQB2S06-M5,,192,198.72,
KQB2T06-00,,481,497.84,
CD85N20-450C-B-X1Y30FMA,,2980,3084.3,
MB1B40-50Z,,2415,2499.53,
SY50M-26-1A-NA,,305,315.68,
JMGP 50 -100-M9BL,,15300,15835.5,
JSX21-CN302R-5DZ,,4750,4916.25,
VQZ115-5M01-C4-Q,,1820,1883.7,
IDF-S1109,,3030,3136.05,
MGPM50-100Z-M9BL,,16905,17496.68,
MGPM80-100Z,,26230,27148.05,
JMGPM50-100,,17800,18423,
SY7520-5DZ-02-F2,,6190,6406.65,
CQ2A40-50DMZ,,2335,2416.73,
CQ2B25-25D,,1230,1273.05,
LEKFS32EB-1000B-R5C5173,,125630,130027.05,
LEFS32EB-1000-R5C6171,,75475,78116.63,
LEY100NNB-400M,,106510,110237.85,
LEY63RNZA-400M,,82590,85480.65,
MDB1B32-300Z-M9BL,,5660,5858.1,
MB32Z-PS,,720,745.2,
CDQ2A63-50DZ,,3885,4020.98,
VX234AAXB,,3255,3368.93,
MY1B25-300Z,,19760,20451.6,
MSQ20A-M9PL,,27435,28395.23,
MHZ2-20,,15440,15980.4,
MGPM20-100Z-M9PL,,9740,10080.9,
MY1B25-300Z,,11770,12181.95,
ZP2-B20MNB,,605,626.18,
CDQ2A63-75DMZ,,4725,4890.38,
SY7220-5LZ-02,,3265,3379.28,
VQZ232-5YZ1-C6,,2800,2898,
MDNBB100-450-,,43065,44572.28,
CDM2B25-30AZ-M9PL,,4800,4968,
MDB1B80-125Z,,5455,5645.93,
VF5220-5DZ1-03,,8410,8704.35,
SS5Y7-X5W353,,84766,87732.81,
SY7A00-5U1,,4510,4667.85,
VP542R-5DZ1-03A,,3350,3467.25,
RSDQA50-30DLZ,,11405,11804.18,
RS1H50-30DL-M9BL,,18290,18930.15,
RSDQA50-20D-M9PVSAPC,,10980,11364.3,
RSH32-20DM,,13270,13734.45,
RS2H50-30DL,,17205,17807.18,
RS2H50-30DM-D,,17765,18386.78,
KQ2R12-16A,,133,137.66,
RS2H50T-PS,,695,719.33,
RSQ40B-PS,,435,450.23,
RSH32T-PS,,885,915.98,
RSQ50B-PS,,515,533.03,
RB1407-X552,,3720,3850.2,
RSH-R32,,3660,3788.1,
CD85N20-50-B,,1570,1624.95,
CD55B20-25M,,1630,1687.05,
CDQ2A63-20DMZ,,3220,3332.7,
ITV2050-312N,,17290,17895.15,
CP96SDB50-350C,,4485,4641.98,
CP96SDB50-300C,,4260,4409.1,
CDM2B20-100Z,,1500,1552.5,
ITV2050-21F2BN3,,17345,17952.08,
ISA2-GG45L,,10790,11167.65,
MSQB30R,,31345,32442.08,
MY1B32-150Z,,13370,13837.95,
MY1B40-200Z,,15575,16120.13,
MGPWM32-50,,20780,21507.3,
SMCP-X5B269,,1258500,1302547.5,
SMCP-X5B270,,452000,467820,
KKA4P-02M,,1350,1397.25,
KKA4S-04M,,3029,3135.02,
CP96SDF40-550C,,4735,4900.73,
PFM750-01-C,,11225,11617.88,
CDQ2D32-50DM-Z-W,,2955,3058.43,
CD55B40-60M,,3080,3187.8,
CD55B40-15,,2685,2778.98,
MGPM25-220Z,,12130,12554.55,
MGPM63-50Z,,13170,13630.95,
CDQ2A63-100DZ,,5025,5200.88,
G43-10-01,,785,812.48,
MY1B40-750HLZ-M9PL,,24195,25041.83,
PFMV505-1,,7300,7555.5,
VH212-02,,2470,2556.45,
VPA542-1-03A,,3645,3772.58,
MY20-16C-500,,1625,1681.88,
MY20-16B-500,,450,465.75,
CDM2B40-250Z,,3225,3337.88,
SY9320-5LZD-03,,5745,5946.08,
MHW2-32D,,22750,23546.25,
MYB20-15CA7164B,,30,31.05,
KA00309,,17,17.6,
RB0604,,2000,2070,
CQ2A80-10DMZ,,4740,4905.9,
MGPL20-300AZ,,21465,22216.28,
AW30-03BE1-B,,6480,6706.8,
CDU10-25D,,2285,2364.98,
AW30-03B-B,,4380,4533.3,
SY3420-5G-C6,,1830,1894.05,
MRHQ25D-180S-M9BVL,,44850,46419.75,
SYA5420-01-F2,,3640,3767.4,
AC20-02E1-B,,6970,7213.95,
CP96SDB100-175C,,7625,7891.88,
MDBB32-40+40Z-M9PL-XC11,,9745,10086.08,
PF2A751-04-27,,20470,21186.45,
RS1H50-30DL,,15650,16197.75,
RS1H50-30DL-Z73Z,,18630,19282.05,
SY124A-5LOU,,1600,1656,
VHK2A-06F-06F,,595,615.83,
IR2000-02BG-A,,5310,5495.85,
AC20A-02E4-B,,6680,6913.8,
CDQ2B25-10DMZ,,1475,1526.63,
CP96SDB50-75C,,3260,3374.1,
CP96SDB100-360C,,9355,9682.43,
CP96SDB63-260C,,4940,5112.9,
CP96SDB63-85C,,4070,4212.45,
SV2A00-5FUD,,7105,7353.68,
C95SD200-320,,75405,78044.18,
CS1DN200-320,,46775,48412.13,
RBC1007,,2070,2142.45,
VHK3A-06F-06F,,455,470.93,
AW20-F02BG1-B,,1770,1831.95,
D-M9BM,,1375,1423.13,
VQZ1321-5L1-N7-Q,,0,0,
MXS12-75A,,28215,29202.53,
CD55B20-50M,,1800,1863,
ZS-46-3L,,455,470.93,
D-M9PMAPC,,2360,2442.6,
VP4350-065D,,28635,29637.23,
CDM2B20-50Z-M9PL,,4568,4727.88,
MDB1B63-350Z-A93L,,6940,7182.9,
VBAT05A1-RV,,16215,16782.53,
CQ2B32-PS,,380,393.3,
MKB50-20RZ,,11275,11669.63,
RS2H50D-PS,,725,750.38,
RSQ40D-PS,,460,476.1,
RSQ50D-PS,,510,527.85,
AS2201F-01-04A,,292,302.22,
CDRBS30-90-M9BL,,9965,10313.78,
CS2D125-70,,11420,11819.7,
AZ1410TSQ 2PW MV4 MV4,,63265,65479.28,
AZ1010SQ 2PW MV4 MV4 HF BP,,40315,41726.03,
AZ4550S 2PW MV4 FV4,,27440,28400.4,
AZ3550S 3PWD MV4 TW4 FV4,,30790,31867.65,
AZ3657S 2PW MV4 FV4,,27995,28974.83,
CP96SDL80-800,,11580,11985.3,
DS5080,,3530,3653.55,
MGPM25-50AZ-M9BL,,14580,15090.3,
CRB2BS30-90SZ,,5875,6080.63,
CQ2B12-25D,,1000,1035,
CUJB12-5D,,1820,1883.7,
MGPL16-10Z,,6825,7063.88,
CXSM20-15,,6550,6779.25,
CXSM10-20S,,5305,5490.68,
SMCP-X230,,41933,43400.66,
CQSB16-10D,,1345,1392.08,
JMGPM16-10-M9PL,,7505,7767.68,
IDFA4E-23,,43010,44515.35,
DM12-06N,,2930,3032.55,
CDM2B20-25Z,,1370,1417.95,
SS5Y5-10F1-11BS-C8,,14015,14505.53,
SY5300-5U1-NA,,4230,4378.05,
SY5200-5U1-NA,,4005,4145.18,
SY5100-5U1-NA,,2725,2820.38,
C55B40-5M,,2340,2421.9,
MGPM25-200Z,,10885,11265.98,
CP96SDB100-800C,,13030,13486.05,
CP96SB80-30C,,5120,5299.2,
CXSL20-100,,11210,11602.35,
MIW20-20DAS,,20700,21424.5,
SY7120-5LZD-02,,2475,2561.63,
SY7220-5LZD-02,,3555,3679.43,
SY7220-5DZD-02,,4720,4885.2,
SY7320-5DZD-02,,6065,6277.28,
SY5120-5DZD-C8,,3115,3224.03,
SY5120-5LZD-C8,,2520,2608.2,
SY5220-5DZD-01,,4360,4512.6,
SY5220-5DZD-C8,,4570,4729.95,
SY5220-5GD-01,,3095,3203.33,
ITV1011-012BL3,,13025,13480.88,
CP96SB63-50C-X1B31995A,,4250,4398.75,
CDQMB16-30,,3660,3788.1,
VX3334S-02-JG1-B,,4115,4259.03,
VM130-01-34RA,,1215,1257.53,
PFM750S-N01-F-M,,12375,12808.13,
PF3A703H-N10-L4-MA,,36475,37751.63,
MY1B25G-200H,,18930,19592.55,
CDQ2A80-25DZ,,5100,5278.5,
CD55B32-40M,,2275,2354.63,
CD55B32-100M,,2670,2763.45,
KQ2K06-U01N,,130,134.55,
KQ2K08-01AS,,126,130.41,
KQ2K06-01NS,,117,121.1,
MDB1F32-600Z,,4075,4217.63,
MDB1F32-300Z,,3305,3420.68,
MDB1F32-320Z,,3370,3487.95,
VV5Q21-04C6FU3,,14080,14572.8,
BA7-063,,160,165.6,
VQZ115-5G1-CP-Q,,1625,1681.88,
ZL3H06,,22675,23468.63,
MY3A63-1100-M9PL,,42005,43475.18,
IDFA3E-23,,38560,39909.6,
VT307-5D1-02,,2050,2121.75,
VX2A0BG,,1415,1464.53,
PFM750S-C8-B-X731,,12560,12999.6,
ZS-33-R3,,2200,2277,
SY7220-5LZD-C8,,3765,3896.78,
SY5120-5G-C8,,2490,2577.15,
SY5220-5LZD-C8,,3405,3524.18,
VXD2B0HL,,4790,4957.65,
MY3A63-1100,,39330,40706.55,
AW20-02BE3-1ZA-B,,5370,5557.95,
ITV3050-CC3L,,36590,37870.65,
MY1B32-1500Z,,20950,21683.25,
VHK3A-08F-08F,,495,512.33,
VX230AA,,1590,1645.65,
CDQ2A32-50DZ-M9BL,,4545,4704.08,
MHL2-40,,43980,45519.3,
CDQ2A50-75DZ-M9BL,,5910,6116.85,
MDB1F80-300Z-M9PL,,10205,10562.18,
AW20-02CG1H-7-40-B,,2390,2473.65,
EX510-DXB1,,7590,7855.65,
CDQMB25-50M,,4900,5071.5,
MXS12-75B,,32730,33875.55,
KQ2C-06BU,,4,4.14,
KQ2C-06R,,4,4.14,
MDBB40-250Z,,2915,3017.03,
MHL2-32D1,,34700,35914.5,
CDQ2B125-75DCMZ,,13635,14112.23,
CDQ2A40-30DMZ,,2425,2509.88,
MDBB100-250Z,,7260,7514.1,
MDBB50-200Z-M9BL,,6075,6287.63,
MDBB100-400Z,,8165,8450.78,
MHL2-25DZ,,22825,23623.88,
P398020-500-3,,1680,1738.8,
MY1HT63-1000H,,303490,314112.15,
MY1B63-1000,,48275,49964.63,
MY1M63-1000,,69090,71508.15,
DAS7-08,,13510,13982.85,
IS3000-02,,2405,2489.18,
VF3130K-5DZ1-02,,5765,5966.78,
AS3201F-03-08A,,460,476.1,
CD85N25-65C-B,,1885,1950.98,
BM2-025,,165,170.78,
VS7-1-A02,,645,667.58,
SY9340-5DZ-03,,7480,7741.8,
AW23P-270AS,,100,103.5,
AW20-02CG1-B,,2390,2473.65,
AP100-F02,,1490,1542.15,
VP742-5DZ1-03A,,4830,4999.05,
AR20K-02BG1-B,,1300,1345.5,
SS5Y7-20-15,,3920,4057.2,
VHS30-03A-S,,1735,1795.73,
ITV2050-313L3,,18300,18940.5,
MDB1B32-100Z-M9PL,,5220,5402.7,
CDA2F63-450Z-A93L,,11090,11478.15,
MB63-PS,,885,915.98,
ZU05SA,,955,988.43,
ISE20-P-01-LA2,,3855,3989.93,
VQ4201-51,,4945,5118.08,
VQ4101-51,,3780,3912.3,
CDQ2B32-75DMZ,,2360,2442.6,
VEX1500-06,,14960,15483.6,
MGPM32-150Z,,13405,13874.18,
MGPM63-75Z,,14045,14536.58,
SY5320-5LZD-C6,,4850,5019.75,
IFW550-06-00,,7210,7462.35,
MGPM25-50AZ,,12095,12518.33,
CXSM25-30,,7520,7783.2,
CDQ2A40-30DCMZ,,2780,2877.3,
MY1B50-1000,,35315,36551.03,
MY1M50-1000H,,63375,65593.13,
VXD240HGXB,,4375,4528.13,
VXD240HZ2A,,4515,4673.03,
CDM2B32-150Z,,2245,2323.58,
MSQ10A-M9PL,,24870,25740.45,
CDQ2A20-50DZ,,1510,1562.85,
VTA301-01,,1880,1945.8,
CD85N25-60C-M9PLS,,5350,5537.25,
CDQ2A32-10DMZ,,1740,1800.9,
MGP50-Z-PS,,740,765.9,
AR20-F02BE-B,,1695,1754.33,
VQZ115-5LO1-C4-PR,,1940,2007.9,
AR40-F04E-B,,2265,2344.28,
SY5120-5DZ-01F-Q,,3385,3503.48,
ITV2050-03F3CN,,17290,17895.15,
AN202-02,,307,317.75,
IR1020-01-A,,3780,3912.3,
SS5Y5-X5X1088,,2300,2380.5,
SS5Y-X5X1090,,1905,1971.68,
CDG3BN20-100,,3355,3472.43,
CG1BN40-400Z,,4880,5050.8,
VQ5351-5GB1,,7335,7591.73,
CP96SB80-150C,,5835,6039.23,
CD55B63-150,,5360,5547.6,
AR20-01BE-B,,1700,1759.5,
SQ1-G-C6-4,,4440,4595.4,
CDRA1BS80-180CZ,,22010,22780.35,
MGPM50-25Z,,11620,12026.7,
RS2H50-30DM-M9PL,,19760,20451.6,
VX210DE,,1035,1071.23,
CP96SB40-400C,,3760,3891.6,
DS5040,,1970,2038.95,
CS5040,,1225,1267.88,
KQ2F10-02A,,119,123.17,
RSH32D-PS,,810,838.35,
CDQ2A25-15DCMZ,,1745,1806.08,
RSDQB40-25DLZ,,10610,10981.35,
RSDQA50-30DBZ,,11685,12093.98,
SY5320-5DZD-01,,5520,5713.2,
CDG1BN32-25Z,,2120,2194.2,
CDA2B63-250Z,,6955,7198.43,
MGQM32-50,,13225,13687.88,
VQ4300-51,,6535,6763.73,
VQ4200-51,,5370,5557.95,
RSDQB40-25DLZ,,17210,17812.35,
CD85N16-30-B,,1465,1516.28,
AR20-01BG-1-B,,1600,1656,
MGPL63-50Z-M9BL,,20600,21321,
MGPL20-20Z,,7850,8124.75,
CDQ2B100-75DZ,,7695,7964.33,
VM130-01-33GA,,1140,1179.9,
ITVX2030-31F3BL3,,94860,98180.1,
VQ4501-51,,6125,6339.38,
CDM2B40-50AZ-XC8B,,7415,7674.53,
CE1B32-200,,31030,32116.05,
CEP1B20-75L,,46155,47770.43,
CDM2B25-150Z,,1580,1635.3,
ISG211-030,,8570,8869.95,
PFMC7501-04-B-R,,20705,21429.68,
CDQ2WA32-50DZ,,3350,3467.25,
AF30-03BD-A-X2729,,6225,6442.88,
AMD30-03BC-D,,6945,7188.08,
CH2F40B-PS,,2490,2577.15,
CH2F50B-PS,,3290,3405.15,
VX234AZ2AAXBA,,4125,4269.38,
CHKD25-PS,,1195,1236.83,
CHKD32-PS,,1215,1257.53,
CHKD40-PS,,1510,1562.85,
MGPM50-300Z-M9BL,,29940,30987.9,
MSQ50A-M9PL,,32930,34082.55,
AWM30-03BCG,,6365,6587.78,
AWM30-03BDG,,6080,6292.8,
AWD30-03BDG,,6030,6241.05,
KQ2L04-U01A,,73,75.56,
CHQ20-PS,,900,931.5,
CDQ2WA32-50DZ-A93L,,5130,5309.55,
CDQ2WA32-100DZ-A93L,,5590,5785.65,
KQ2L04-M6A,,117,121.1,
KQ2L06-M6A,,117,121.1,
KQ2L04-00A,,83,85.91,
MXS25-40A-M9BL,,30965,32048.78,
PFMC7501-04-B-A,,,0,
TK-1,,1560,1614.6,
VNB211A-15A-2G,,5500,5692.5,
ISE30A-C6L-B,,4230,4378.05,
KQ2H16-U04A,,206,213.21,
KT-PA5-31,,17491,18103.19,
MDB1WB40-150Z,,3650,3777.75,
MHZ2-32D2,,23885,24720.98,
MK-40-PS,,700,724.5,
MHL2-32DZ,,31300,32395.5,
CP96SDB50-550C,,5380,5568.3,
LMV220-20,,2985,3089.48,
VK3120-5D-01,,3970,4108.95,
SYJ514-5DZ-01,,2890,2991.15,
SS3YJ5-20-02,,825,853.88,
CD55B20-10M,,1600,1656,
CP96SDB100-700C,,12165,12590.78,
CD55B25-10M,,1815,1878.53,
VFS3210-5DZ-03,,9005,9320.18,
VFS3110-5DZ-03,,6640,6872.4,
MGP63-Z-PS,,925,957.38,
CD55B40-100,,3335,3451.73,
LEC-CGD,,2445,2530.58,
LEC-CG2-1,,2275,2354.63,
LEC-GEN1,,39275,40649.63,
KQ2L06-08A,,92,95.22,
SY7120-5DZ-C8,,3270,3384.45,
CP96SDB32-125C,,2675,2768.63,
CP96SDB32-80C,,2610,2701.35,
CP96SDB40-500C,,4200,4347,
SYA5120-01,,1775,1837.13,
ITV2050-CC2BL,,28715,29720.03,
ITV2050-IL2BL,,25095,25973.33,
RS1H-R50,,3730,3860.55,
SS5V1-W16CD-04-C6,,20000,20700,
SV1C00-5FU,,6795,7032.83,
SV1A00-5FU,,6795,7032.83,
SV1100-5FU,,4200,4347,
SV1B00-5FU,,6795,7032.83,
GAXT100-MC26-050,,16910,17501.85,
AR20-02G1H-B,,2720,2815.2,
CDQ2D32-50DMZ,,2550,2639.25,
KT-PA5-36,,8732,9037.62,
MGPM32-100Z,,11900,12316.5,
VQ5350-5G1-04,,8670,8973.45,
VQ5250-5G1-04,,7530,7793.55,
CDQSB25-5DM,,2430,2515.05,
CQSB16-5DC,,1345,1392.08,
CDQ2B40-10DZ,,2135,2209.73,
CDQ2B32-50DZ,,2065,2137.28,
CDQ2B40-20DZ,,2240,2318.4,
CDQ2B20-5DZ,,1215,1257.53,
MGPM20-20Z,,6195,6411.83,
CDM2B32-200Z,,2350,2432.25,
MGPM20-250Z,,9900,10246.5,
MGPM20-50Z,,6505,6732.68,
CDM2B20-200AZ,,2255,2333.93,
MDBB50-350Z,,3775,3907.13,
CDQ2A40-100DCZ,,3425,3544.88,
CXSM25-30,,8175,8461.13,
MHL2-25D2,,27005,27950.18,
KQ2ZD12-04AS,,956,989.46,
CDQ2A40-100DCMZ,,3510,3632.85,
PFMB7202-06-F-A,,17660,18278.1,
PFM750S-C8-B,,12345,12777.08,
CDLQA63-100DM-F,,23135,23944.73,
MXQ25L-40A,,31685,32793.98,
MXQ25-40,,26490,27417.15,
VQ2401-5B1,,5535,5728.73,
VQ2301-5B1,,5535,5728.73,
VXD230AAXB,,2085,2157.98,
IR3020-04BG-A,,8830,9139.05,
CP96SDB40-160C-M9BL,,5630,5827.05,
CXSM15-10,,5745,5946.08,
CHKGB63-30-XC64,,13780,14262.3,
MDBB100-500Z-M9BL,,11565,11969.78,
AS4201F-04-10A,,595,615.83,
ISG190-030,,4720,4885.2,
CDS2B125-900-M9PL,,23525,24348.38,
AR30P-270PS,,110,113.85,
AW30-F03-B,,3320,3436.2,
VHS30-F03-B,,1650,1707.75,
SS5Y57-42-03-02F,,2435,2520.23,
CD55B63-80M,,4680,4843.8,
CDQ2D32-50DMZ-W,,2955,3058.43,
SY7140-5DZ,,3455,3575.93,
CP96KDB40-50C+CP96KDB40-100C,,12115,12539.03,
KQ2E08-02A,,185,191.48,
CDQSWB16-30DCM,,3925,4062.38,
CDJ2B10-75Z-B,,1175,1216.13,
CDU16-10,,5115,5294.03,
CDM2RA20-75Z,,3045,3151.58,
VP542-5D1-03A,,3185,3296.48,
MXQ12A-30Z,,17150,17750.25,
P398020-501-3,,1680,1738.8,
AS3002F-08A,,610,631.35,
AS3002F-10A,,950,983.25,
MGPM50-125Z,,15135,15664.73,
CQ2B50-25DMZ,,2510,2597.85,
CQ2B50-25DZ,,2405,2489.18,
AW20-02BG-B,,2070,2142.45,
CDQ2B40-30DMZ,,2425,2509.88,
VO307-5DZ1,,2390,2473.65,
PF3W740-04-F-MRAZ,,23585,24410.48,
VNB114A-10A-4D,,4730,4895.55,
CP96SDB63-80C,,4070,4212.45,
CP96SDB80-100C,,5595,5790.83,
VP742-5DZ1-04B,,4830,4999.05,
ITV1050-042CL3,,14435,14940.23,
VM430-01-34B,,2525,2613.38,
VX3324-02-5G1-B,,3270,3384.45,
MDB1B80-150Z,,5620,5816.7,
MDB1B125-300Z-M9PL,,25975,26884.13,
MDB1B50-30Z-M9PL,,5655,5852.93,
MDBB32-125Z-M9BL,,5225,5407.88,
MDBB32-250Z-M9BL,,5485,5676.98,
PS1000-R06L,,3955,4093.43,
SY3000-GS-1,,240,248.4,
C3SF-A,,755,781.43,
CP96SDB80-320C,,7210,7462.35,
IZS40-340-06B,,44945,46518.08,
IZS40-CP,,2085,2157.98,
CP96SDB40-160C,,3150,3260.25,
CDQ2B63-25DMZ,,3600,3726,
